,ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS_NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type,FR Entity Description,Financial Indicator Type2,FIN_IND_TYP2 description,Function Code,Function Description,Sub Function Code,Sub Function Description,DT_TM_ESTAB,DT_END
6400,56333, ,057,2013,2013, ,3500,000,"Military Personnel, Air Force                                                                                                                                                                                                                   ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6401,56334, ,057,2013,2013, ,3700,000,"Reserve Personnel, Air Force                                                                                                                                                                                                                    ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6402,56335, ,057,2013,2013, ,3740,000,"Operation and Maintenance, Air Force Reserve                                                                                                                                                                                                    ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6403,56336, ,057,2013,2013, ,3840,000,"Operation and Maintenance, Air National Guard                                                                                                                                                                                                   ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6404,56337, ,057,2013,2013, ,3850,000,"National Guard Personnel, Air Force                                                                                                                                                                                                             ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6405,56358, ,057,2013,2013, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force                                                                                                                                                                                      ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2012,
6406,56338, ,057,2013,2014, ,3600,000,"Research, Development, Test, and Evaluation, Air Force                                                                                                                                                                                          ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6407,56339, ,057,2013,2015, ,3010,000,"Aircraft Procurement, Air Force                                                                                                                                                                                                                 ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6408,56340, ,057,2013,2015, ,3011,000,"Procurement of Ammunition, Air Force                                                                                                                                                                                                            ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6409,56341, ,057,2013,2015, ,3020,000,"Missile Procurement, Air Force                                                                                                                                                                                                                  ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6410,56342, ,057,2013,2015, ,3080,000,"Other Procurement, Air Force                                                                                                                                                                                                                    ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6411,56359, ,057,2013,2017, ,0740,000,"Family Housing Construction, Air Force                                                                                                                                                                                                          ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6412,56343, ,057,2013,2017, ,3300,000,"Military Construction, Air Force                                                                                                                                                                                                                ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6413,56344, ,057,2013,2017, ,3730,000,"Military Construction, Air Force Reserve                                                                                                                                                                                                        ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6414,56360, ,057,2013,2017, ,3830,000,"Military Construction, Air National Guard                                                                                                                                                                                                       ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2012,
6415,59350, ,057,2014,2014, ,0745,000,"Family Housing Operation and Maintenance, Air Force                                                                                                                                                                                             ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6416,59378, ,057,2014,2014, ,1007,000,"Medicare-Eligible Retiree Health Fund Contribution, Air Force                                                                                                                                                                                   ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6417,59379, ,057,2014,2014, ,1008,000,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force                                                                                                                                                                ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6418,59380, ,057,2014,2014, ,1009,000,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force                                                                                                                                                         ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6419,59992,069,057,2014,2014, ,3400,005,"Operation and Maintenance, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6420,59351, ,057,2014,2014, ,3400,000,"Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6421,59352, ,057,2014,2014, ,3500,000,"Military Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6422,59353, ,057,2014,2014, ,3700,000,"Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6423,59354, ,057,2014,2014, ,3740,000,"Operation and Maintenance, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6424,59355, ,057,2014,2014, ,3840,000,"Operation and Maintenance, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6425,59356, ,057,2014,2014, ,3850,000,"National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6426,59381, ,057,2014,2014, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2013,
6427,59357, ,057,2014,2015, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6428,59358, ,057,2014,2016, ,3010,000,"Aircraft Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6429,59359, ,057,2014,2016, ,3011,000,"Procurement of Ammunition, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6430,59360, ,057,2014,2016, ,3020,000,"Missile Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6431,59361, ,057,2014,2016, ,3080,000,"Other Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6432,59382, ,057,2014,2018, ,0740,000,"Family Housing Construction, Air Force                                                                                                                                                                                                          ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6433,59362, ,057,2014,2018, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6434,59363, ,057,2014,2018, ,3730,000,"Military Construction, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6435,59383, ,057,2014,2018, ,3830,000,"Military Construction, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2013,
6436,62518, ,057,2015,2015, ,0745,000,"Family Housing Operation and Maintenance, Air Force                                                                                                                                                                                             ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6437,62542, ,057,2015,2015, ,1007,000,"Medicare-Eligible Retiree Health Fund Contribution, Air Force                                                                                                                                                                                   ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6438,62543, ,057,2015,2015, ,1008,000,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force                                                                                                                                                                ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6439,62544, ,057,2015,2015, ,1009,000,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force                                                                                                                                                         ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6440,63160,069,057,2015,2015, ,3400,005,"Operation and Maintenance, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6441,62519, ,057,2015,2015, ,3400,000,"Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6442,62520, ,057,2015,2015, ,3500,000,"Military Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6443,62521, ,057,2015,2015, ,3700,000,"Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6444,62522, ,057,2015,2015, ,3740,000,"Operation and Maintenance, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6445,62523, ,057,2015,2015, ,3840,000,"Operation and Maintenance, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6446,62524, ,057,2015,2015, ,3850,000,"National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6447,62545, ,057,2015,2015, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2014,
6448,62525, ,057,2015,2016, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6449,62526, ,057,2015,2017, ,3010,000,"Aircraft Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6450,62527, ,057,2015,2017, ,3011,000,"Procurement of Ammunition, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6451,62528, ,057,2015,2017, ,3020,000,"Missile Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6452,62529, ,057,2015,2017, ,3080,000,"Other Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6453,63864, ,057,2015,2017, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6454,63881, ,057,2015,2018, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6455,62546, ,057,2015,2019, ,0740,000,"Family Housing Construction, Air Force                                                                                                                                                                                                          ",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6456,62530, ,057,2015,2019, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6457,65358,069,057,2015,2019, ,3300,005,"Military Construction, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6458,62531, ,057,2015,2019, ,3730,000,"Military Construction, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6459,62547, ,057,2015,2019, ,3830,000,"Military Construction, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2014,
6460,65698, ,057,2016,2016, ,0745,000,"Family Housing Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6461,65710, ,057,2016,2016, ,1007,000,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6462,65711, ,057,2016,2016, ,1008,000,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6463,65712, ,057,2016,2016, ,1009,000,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6464,66780,069,057,2016,2016, ,3400,005,"Operation and Maintenance, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6465,65699, ,057,2016,2016, ,3400,000,"Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6466,65700, ,057,2016,2016, ,3500,000,"Military Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6467,65701, ,057,2016,2016, ,3700,000,"Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6468,65702, ,057,2016,2016, ,3740,000,"Operation and Maintenance, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6469,65703, ,057,2016,2016, ,3840,000,"Operation and Maintenance, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6470,65704, ,057,2016,2016, ,3850,000,"National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6471,65713, ,057,2016,2016, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2015,
6472,65705, ,057,2016,2017, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6473,65706, ,057,2016,2018, ,3010,000,"Aircraft Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6474,65707, ,057,2016,2018, ,3011,000,"Procurement of Ammunition, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6475,65708, ,057,2016,2018, ,3020,000,"Missile Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6476,67398, ,057,2016,2018, ,3021,000,"Space Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6477,65709, ,057,2016,2018, ,3080,000,"Other Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6478,67263, ,057,2016,2018, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6479,68740, ,057,2016,2018, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6480,67262, ,057,2016,2019, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6481,65716, ,057,2016,2020, ,0740,000,"Family Housing Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6482,65714, ,057,2016,2020, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6483,66782,069,057,2016,2020, ,3300,005,"Military Construction, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6484,65715, ,057,2016,2020, ,3730,000,"Military Construction, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6485,65717, ,057,2016,2020, ,3830,000,"Military Construction, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2015,
6486,69308, ,057,2017,2017, ,0745,000,"Family Housing Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6487,69314, ,057,2017,2017, ,1007,000,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6488,69315, ,057,2017,2017, ,1008,000,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6489,69316, ,057,2017,2017, ,1009,000,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6490,70397,069,057,2017,2017, ,3400,005,"Operation and Maintenance, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6491,69309, ,057,2017,2017, ,3400,000,"Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6492,69310, ,057,2017,2017, ,3500,000,"Military Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6493,69311, ,057,2017,2017, ,3700,000,"Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6494,69312, ,057,2017,2017, ,3740,000,"Operation and Maintenance, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6495,69313, ,057,2017,2017, ,3840,000,"Operation and Maintenance, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6496,69317, ,057,2017,2017, ,3850,000,"National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6497,69323, ,057,2017,2017, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2016,
6498,69318, ,057,2017,2018, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6499,69319, ,057,2017,2019, ,3010,000,"Aircraft Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6500,69320, ,057,2017,2019, ,3011,000,"Procurement of Ammunition, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6501,69321, ,057,2017,2019, ,3020,000,"Missile Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6502,69325, ,057,2017,2019, ,3021,000,"Space Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6503,69322, ,057,2017,2019, ,3080,000,"Other Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6504,69326, ,057,2017,2019, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6505,69324, ,057,2017,2021, ,0740,000,"Family Housing Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6506,70398,069,057,2017,2021, ,3300,005,"Military Construction, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6507,69333, ,057,2017,2021, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6508,69334, ,057,2017,2021, ,3730,000,"Military Construction, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6509,69335, ,057,2017,2021, ,3830,000,"Military Construction, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2016,
6510,72740, ,057,2018,2018, ,0745,000,"Family Housing Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6511,72741, ,057,2018,2018, ,1007,000,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6512,72742, ,057,2018,2018, ,1008,000,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6513,72743, ,057,2018,2018, ,1009,000,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6514,73447,069,057,2018,2018, ,3400,005,"Operation and Maintenance, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6515,72744, ,057,2018,2018, ,3400,000,"Operation and Maintenance, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6516,72745, ,057,2018,2018, ,3500,000,"Military Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6517,72746, ,057,2018,2018, ,3700,000,"Reserve Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6518,72747, ,057,2018,2018, ,3740,000,"Operation and Maintenance, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6519,72748, ,057,2018,2018, ,3840,000,"Operation and Maintenance, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6520,72749, ,057,2018,2018, ,3850,000,"National Guard Personnel, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6521,72750, ,057,2018,2018, ,6763,000,"Gains and Deficiencies on Exchange Transactions, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,000,Governmental Receipts,000,Governmental Receipts,10/01/2017,
6522,72751, ,057,2018,2019, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6523,72752, ,057,2018,2020, ,3010,000,"Aircraft Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6524,72753, ,057,2018,2020, ,3011,000,"Procurement of Ammunition, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6525,72754, ,057,2018,2020, ,3020,000,"Missile Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6526,72755, ,057,2018,2020, ,3021,000,"Space Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6527,72756, ,057,2018,2020, ,3080,000,"Other Procurement, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6528,72757, ,057,2018,2020, ,3600,000,"Research, Development, Test, and Evaluation, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6529,72758, ,057,2018,2022, ,0740,000,"Family Housing Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6530,73448,069,057,2018,2022, ,3300,005,"Military Construction, Air Force",069,Department of Transportation,05,Federal Highway Administration,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6531,72759, ,057,2018,2022, ,3300,000,"Military Construction, Air Force",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6532,72760, ,057,2018,2022, ,3730,000,"Military Construction, Air Force Reserve",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6533,72761, ,057,2018,2022, ,3830,000,"Military Construction, Air National Guard",057,Department of the Air Force,00,null,DE00,Department of Defense, , ,050,National Defense,051,Department of Defense-Military,10/01/2017,
6534,13874, ,060, , ,X,0113,000,"Federal Payments to the Railroad Retirement Accounts, Railroad Retirement Board",060,RAILROAD RETIREMENT BOARD,00,RAILROAD RETIREMENT BOARD,6000,Railroad Retirement Board, , ,600,Income Security,601,General retirement and disability insurance (excluding social se,10/01/1987,
6535,40699, ,060, , ,X,0114,000,"Railroad Unemployment Insurance Extended Benefit Payments - Recovery Act, Railroad Retirement Board",060,RAILROAD RETIREMENT BOARD,00,RAILROAD RETIREMENT BOARD,6000,Railroad Retirement Board, , ,600,Income Security,603,Unemployment compensation,10/01/2008,
